"HomeTeam","AwayTeam",HF,AF,HC,AC,HTHG,HTAG,RedsPerGame,YellowsPerGame,FaulesPerGame,AwayRedsPerGame,AwayYellowsPerGame,AwayFaulesPerGame,WinsPerGame,AwayWinsPerGame,Paciencia
"West Ham","Birmingham",20,11,2,5,1,2,0.0789,1.7491,11.8281,0.1053,1.6184,12.2500,0.3123,0.2719,0.1508
"Arsenal","Sunderland",9,7,0,0,3,0,0.0882,1.5186,11.0464,0.0959,1.8233,12.2895,0.5728,0.2387,0.1169
"Aston Villa","Leeds",11,10,1,3,0,0,0.0702,1.6509,12.3825,0.0987,1.8816,14.9474,0.3070,0.3947,0.1002
"Blackburn","Tottenham",17,11,1,2,0,1,0.1184,1.7895,13.5289,0.0743,1.4907,11.2771,0.3447,0.4644,0.1266
"Fulham","Charlton",9,13,1,4,1,0,0.0636,1.4254,11.5987,0.0789,1.3158,12.3816,0.3026,0.3202,0.0827
"Liverpool","Chelsea",10,13,0,2,0,0,0.0604,1.3607,10.9412,0.0882,1.6115,11.1981,0.5217,0.5913,0.1105
"Man United","Everton",14,12,0,2,0,0,0.0604,1.5062,11.1223,0.0851,1.5139,12.1517,0.6362,0.3824,0.1363
"Blackburn","Newcastle",16,9,0,2,2,1,0.1184,1.7895,13.5289,0.1018,1.5579,12.0000,0.3447,0.3544,0.1266
"Everton","Arsenal",18,13,3,7,1,1,0.0851,1.5139,12.1517,0.0882,1.5186,11.0464,0.3824,0.5728,0.1078
"Fulham","Man United",9,13,1,5,1,0,0.0636,1.4254,11.5987,0.0604,1.5062,11.1223,0.3026,0.6362,0.1695
"Leeds","Liverpool",13,13,1,4,0,0,0.0987,1.8816,14.9474,0.0604,1.3607,10.9412,0.3947,0.5217,0.1382
"Man City","Chelsea",11,10,1,4,0,0,0.0855,1.6201,11.5378,0.0882,1.6115,11.1981,0.4951,0.5913,0.1131
"Sunderland","West Ham",16,17,1,3,0,1,0.0959,1.8233,12.2895,0.0789,1.7491,11.8281,0.2387,0.3123,0.1105
"West Brom","Birmingham",15,12,3,8,0,0,0.0622,1.6196,11.3469,0.1053,1.6184,12.2500,0.2536,0.2719,0.1158
"Charlton","Middlesboro",11,19,1,5,1,0,0.0789,1.3158,12.3816,0.1316,1.3158,12.5263,0.3202,0.3421,0.1337
"Tottenham","Bolton",8,11,0,1,0,0,0.0743,1.4907,11.2771,0.0895,1.7553,12.7421,0.4644,0.3053,0.0948
"Aston Villa","Southampton",13,11,5,7,0,0,0.0702,1.6509,12.3825,0.0737,1.3816,11.9921,0.3070,0.3421,0.1499
"Fulham","West Ham",18,11,4,7,0,0,0.0636,1.4254,11.5987,0.0789,1.7491,11.8281,0.3026,0.3123,0.1612
"Arsenal","Blackburn",11,14,1,5,1,1,0.0882,1.5186,11.0464,0.1184,1.7895,13.5289,0.5728,0.3447,0.1105
"Birmingham","Man City",10,16,2,6,0,1,0.1053,1.6184,12.2500,0.0855,1.6201,11.5378,0.2719,0.4951,0.1499
"Chelsea","West Brom",6,7,0,1,1,0,0.0882,1.6115,11.1981,0.0622,1.6196,11.3469,0.5913,0.2536,0.1382
"Liverpool","Tottenham",11,19,2,8,0,0,0.0604,1.3607,10.9412,0.0743,1.4907,11.2771,0.5217,0.4644,0.1363
"Man United","Aston Villa",7,16,1,2,0,1,0.0604,1.5062,11.1223,0.0702,1.6509,12.3825,0.6362,0.3070,0.1158
"Middlesboro","Leeds",17,17,5,8,1,1,0.1316,1.3158,12.5263,0.0987,1.8816,14.9474,0.3421,0.3947,0.1612
"Newcastle","Charlton",12,14,2,5,1,1,0.1018,1.5579,12.0000,0.0789,1.3158,12.3816,0.3544,0.3202,0.1266
"Southampton","Fulham",12,19,1,4,2,2,0.0737,1.3816,11.9921,0.0636,1.4254,11.5987,0.3421,0.3026,0.1002
"West Ham","Everton",12,12,0,0,0,0,0.0789,1.7491,11.8281,0.0851,1.5139,12.1517,0.3123,0.3824,0.1266
"Bolton","Sunderland",12,9,1,4,0,1,0.0895,1.7553,12.7421,0.0959,1.8233,12.2895,0.3053,0.2387,0.1139
"Birmingham","Bolton",12,19,2,8,0,0,0.1053,1.6184,12.2500,0.0895,1.7553,12.7421,0.2719,0.3053,0.1309
"Liverpool","West Ham",7,8,0,0,1,0,0.0604,1.3607,10.9412,0.0789,1.7491,11.8281,0.5217,0.3123,0.1139
"Man United","Southampton",12,18,0,1,1,1,0.0604,1.5062,11.1223,0.0737,1.3816,11.9921,0.6362,0.3421,0.1078
"West Brom","Man City",10,10,2,6,0,0,0.0622,1.6196,11.3469,0.0855,1.6201,11.5378,0.2536,0.4951,0.1169
"Blackburn","Aston Villa",15,10,1,4,0,0,0.1184,1.7895,13.5289,0.0702,1.6509,12.3825,0.3447,0.3070,0.1695
"Charlton","Sunderland",8,14,1,6,0,1,0.0789,1.3158,12.3816,0.0959,1.8233,12.2895,0.3202,0.2387,0.1131
"Fulham","Arsenal",10,21,1,4,0,1,0.0636,1.4254,11.5987,0.0882,1.5186,11.0464,0.3026,0.5728,0.0827
"Leeds","Everton",14,20,3,9,0,0,0.0987,1.8816,14.9474,0.0851,1.5139,12.1517,0.3947,0.3824,0.1337
"Tottenham","Chelsea",17,12,3,8,0,0,0.0743,1.4907,11.2771,0.0882,1.6115,11.1981,0.4644,0.5913,0.1612
"Newcastle","Middlesboro",16,7,2,6,1,0,0.1018,1.5579,12.0000,0.1316,1.3158,12.5263,0.3544,0.3421,0.1105
"Arsenal","Newcastle",11,12,0,2,1,0,0.0882,1.5186,11.0464,0.1018,1.5579,12.0000,0.5728,0.3544,0.1695
"Aston Villa","Fulham",12,10,3,8,1,0,0.0702,1.6509,12.3825,0.0636,1.4254,11.5987,0.3070,0.3026,0.1266
"Bolton","West Brom",14,13,4,6,0,1,0.0895,1.7553,12.7421,0.0622,1.6196,11.3469,0.3053,0.2536,0.1363
"Chelsea","Birmingham",7,6,1,3,3,0,0.0882,1.6115,11.1981,0.1053,1.6184,12.2500,0.5913,0.2719,0.1308
"Everton","Charlton",14,13,2,7,1,0,0.0851,1.5139,12.1517,0.0789,1.3158,12.3816,0.3824,0.3202,0.1612
"Man City","Man United",12,16,1,4,2,1,0.0855,1.6201,11.5378,0.0604,1.5062,11.1223,0.4951,0.6362,0.0948
"Middlesboro","Liverpool",10,8,1,2,0,0,0.1316,1.3158,12.5263,0.0604,1.3607,10.9412,0.3421,0.5217,0.1002
"Southampton","Blackburn",13,13,0,2,1,0,0.0737,1.3816,11.9921,0.1184,1.7895,13.5289,0.3421,0.3447,0.1266
"Sunderland","Tottenham",10,18,0,2,0,0,0.0959,1.8233,12.2895,0.0743,1.4907,11.2771,0.2387,0.4644,0.1078
"West Ham","Leeds",14,11,5,13,1,4,0.0789,1.7491,11.8281,0.0987,1.8816,14.9474,0.3123,0.3947,0.1382
"Arsenal","Tottenham",15,10,0,2,1,0,0.0882,1.5186,11.0464,0.0743,1.4907,11.2771,0.5728,0.4644,0.1363
"Chelsea","Middlesboro",9,11,2,5,0,0,0.0882,1.6115,11.1981,0.1316,1.3158,12.5263,0.5913,0.3421,0.1508
"Man City","Charlton",10,16,0,4,0,0,0.0855,1.6201,11.5378,0.0789,1.3158,12.3816,0.4951,0.3202,0.1105
"Newcastle","Southampton",7,18,1,5,1,1,0.1018,1.5579,12.0000,0.0737,1.3816,11.9921,0.3544,0.3421,0.1376
"West Brom","Aston Villa",15,15,2,7,0,0,0.0622,1.6196,11.3469,0.0702,1.6509,12.3825,0.2536,0.3070,0.1131
"Birmingham","Fulham",17,15,2,5,0,0,0.1053,1.6184,12.2500,0.0636,1.4254,11.5987,0.2719,0.3026,0.1359
"Blackburn","Everton",10,19,3,7,0,1,0.1184,1.7895,13.5289,0.0851,1.5139,12.1517,0.3447,0.3824,0.1158
"Leeds","Bolton",19,9,2,4,1,1,0.0987,1.8816,14.9474,0.0895,1.7553,12.7421,0.3947,0.3053,0.1266
"Liverpool","Sunderland",6,10,0,1,0,0,0.0604,1.3607,10.9412,0.0959,1.8233,12.2895,0.5217,0.2387,0.1266
"West Ham","Man United",13,14,1,3,0,1,0.0789,1.7491,11.8281,0.0604,1.5062,11.1223,0.3123,0.6362,0.1002
"Aston Villa","West Ham",11,15,3,8,1,0,0.0702,1.6509,12.3825,0.0789,1.7491,11.8281,0.3070,0.3123,0.1309
"Bolton","Chelsea",4,9,2,8,0,0,0.0895,1.7553,12.7421,0.0882,1.6115,11.1981,0.3053,0.5913,0.1695
"Everton","West Brom",14,11,2,6,1,0,0.0851,1.5139,12.1517,0.0622,1.6196,11.3469,0.3824,0.2536,0.0827
"Fulham","Liverpool",14,9,3,2,2,0,0.0636,1.4254,11.5987,0.0604,1.3607,10.9412,0.3026,0.5217,0.1158
"Man United","Newcastle",14,9,2,6,3,1,0.0604,1.5062,11.1223,0.1018,1.5579,12.0000,0.6362,0.3544,0.1382
"Middlesboro","Man City",5,12,0,3,0,0,0.1316,1.3158,12.5263,0.0855,1.6201,11.5378,0.3421,0.4951,0.1337
"Southampton","Arsenal",12,16,1,4,1,1,0.0737,1.3816,11.9921,0.0882,1.5186,11.0464,0.3421,0.5728,0.0948
"Sunderland","Birmingham",18,17,3,9,0,0,0.0959,1.8233,12.2895,0.1053,1.6184,12.2500,0.2387,0.2719,0.1612
"Charlton","Blackburn",16,17,2,4,0,0,0.0789,1.3158,12.3816,0.1184,1.7895,13.5289,0.3202,0.3447,0.1078
"Tottenham","Leeds",18,16,3,13,2,0,0.0743,1.4907,11.2771,0.0987,1.8816,14.9474,0.4644,0.3947,0.1499
"Arsenal","Aston Villa",11,20,2,7,1,0,0.0882,1.5186,11.0464,0.0702,1.6509,12.3825,0.5728,0.3070,0.1105
"Birmingham","Tottenham",19,16,1,2,0,0,0.1053,1.6184,12.2500,0.0743,1.4907,11.2771,0.2719,0.4644,0.1139
"Blackburn","Fulham",19,16,1,4,1,0,0.1184,1.7895,13.5289,0.0636,1.4254,11.5987,0.3447,0.3026,0.1508
"Chelsea","Sunderland",7,12,0,3,0,0,0.0882,1.6115,11.1981,0.0959,1.8233,12.2895,0.5913,0.2387,0.1499
"Man City","Bolton",10,10,0,2,1,0,0.0855,1.6201,11.5378,0.0895,1.7553,12.7421,0.4951,0.3053,0.0827
"West Brom","Middlesboro",13,8,0,1,0,0,0.0622,1.6196,11.3469,0.1316,1.3158,12.5263,0.2536,0.3421,0.0948
"Leeds","Charlton",14,15,1,3,1,0,0.0987,1.8816,14.9474,0.0789,1.3158,12.3816,0.3947,0.3202,0.1266
"Liverpool","Man United",13,11,1,6,0,0,0.0604,1.3607,10.9412,0.0604,1.5062,11.1223,0.5217,0.6362,0.1266
"Newcastle","Everton",13,18,0,1,0,1,0.1018,1.5579,12.0000,0.0851,1.5139,12.1517,0.3544,0.3824,0.1002
"West Ham","Southampton",10,11,1,3,0,0,0.0789,1.7491,11.8281,0.0737,1.3816,11.9921,0.3123,0.3421,0.1363
"Aston Villa","Newcastle",9,10,2,4,0,0,0.0702,1.6509,12.3825,0.1018,1.5579,12.0000,0.3070,0.3544,0.1499
"Bolton","Blackburn",16,10,2,6,1,0,0.0895,1.7553,12.7421,0.1184,1.7895,13.5289,0.3053,0.3447,0.1337
"Charlton","Liverpool",14,12,3,9,1,0,0.0789,1.3158,12.3816,0.0604,1.3607,10.9412,0.3202,0.5217,0.1363
"Everton","Chelsea",13,17,3,8,1,2,0.0851,1.5139,12.1517,0.0882,1.6115,11.1981,0.3824,0.5913,0.1139
"Fulham","Leeds",10,14,3,10,1,0,0.0636,1.4254,11.5987,0.0987,1.8816,14.9474,0.3026,0.3947,0.0948
"Man United","Arsenal",16,12,1,4,1,0,0.0604,1.5062,11.1223,0.0882,1.5186,11.0464,0.6362,0.5728,0.1131
"Middlesboro","West Ham",13,13,1,3,0,0,0.1316,1.3158,12.5263,0.0789,1.7491,11.8281,0.3421,0.3123,0.1158
"Southampton","Birmingham",7,6,0,2,0,0,0.0737,1.3816,11.9921,0.1053,1.6184,12.2500,0.3421,0.2719,0.0827
"Tottenham","West Brom",16,10,2,5,2,0,0.0743,1.4907,11.2771,0.0622,1.6196,11.3469,0.4644,0.2536,0.1266
"Sunderland","Man City",11,12,0,2,0,1,0.0959,1.8233,12.2895,0.0855,1.6201,11.5378,0.2387,0.4951,0.1382
"Aston Villa","West Brom",20,14,5,7,1,1,0.0702,1.6509,12.3825,0.0622,1.6196,11.3469,0.3070,0.2536,0.1695
"Charlton","Man City",12,12,2,5,0,0,0.0789,1.3158,12.3816,0.0855,1.6201,11.5378,0.3202,0.4951,0.1308
"Everton","Blackburn",14,16,1,4,2,1,0.0851,1.5139,12.1517,0.1184,1.7895,13.5289,0.3824,0.3447,0.1105
"Man United","West Ham",12,11,0,1,2,0,0.0604,1.5062,11.1223,0.0789,1.7491,11.8281,0.6362,0.3123,0.1612
"Middlesboro","Chelsea",9,14,0,1,1,1,0.1316,1.3158,12.5263,0.0882,1.6115,11.1981,0.3421,0.5913,0.1359
"Southampton","Newcastle",12,11,0,0,0,0,0.0737,1.3816,11.9921,0.1018,1.5579,12.0000,0.3421,0.3544,0.1508
"Fulham","Birmingham",11,22,3,13,0,1,0.0636,1.4254,11.5987,0.1053,1.6184,12.2500,0.3026,0.2719,0.1266
"Sunderland","Liverpool",12,7,0,2,1,0,0.0959,1.8233,12.2895,0.0604,1.3607,10.9412,0.2387,0.5217,0.1002
"Tottenham","Arsenal",14,11,3,8,1,1,0.0743,1.4907,11.2771,0.0882,1.5186,11.0464,0.4644,0.5728,0.1337
"Bolton","Leeds",9,14,1,5,0,2,0.0895,1.7553,12.7421,0.0987,1.8816,14.9474,0.3053,0.3947,0.1158
"Arsenal","Middlesboro",8,14,1,5,1,0,0.0882,1.5186,11.0464,0.1316,1.3158,12.5263,0.5728,0.3421,0.1382
"Birmingham","Charlton",15,21,6,12,0,1,0.1053,1.6184,12.2500,0.0789,1.3158,12.3816,0.2719,0.3202,0.1612
"Chelsea","Aston Villa",9,18,0,3,1,0,0.0882,1.6115,11.1981,0.0702,1.6509,12.3825,0.5913,0.3070,0.1363
"Leeds","Southampton",15,14,0,1,0,0,0.0987,1.8816,14.9474,0.0737,1.3816,11.9921,0.3947,0.3421,0.1309
"Newcastle","Fulham",5,10,0,2,1,0,0.1018,1.5579,12.0000,0.0636,1.4254,11.5987,0.3544,0.3026,0.1266
"West Brom","Sunderland",22,15,2,5,2,0,0.0622,1.6196,11.3469,0.0959,1.8233,12.2895,0.2536,0.2387,0.1376
"West Ham","Bolton",13,9,0,1,1,0,0.0789,1.7491,11.8281,0.0895,1.7553,12.7421,0.3123,0.3053,0.1499
"Blackburn","Man United",8,10,0,1,1,0,0.1184,1.7895,13.5289,0.0604,1.5062,11.1223,0.3447,0.6362,0.1169
"Liverpool","Everton",14,20,3,10,0,0,0.0604,1.3607,10.9412,0.0851,1.5139,12.1517,0.5217,0.3824,0.1158
"Man City","Tottenham",6,7,2,7,1,1,0.0855,1.6201,11.5378,0.0743,1.4907,11.2771,0.4951,0.4644,0.0827
"Birmingham","Everton",16,21,1,3,1,1,0.1053,1.6184,12.2500,0.0851,1.5139,12.1517,0.2719,0.3824,0.1169
"Bolton","Newcastle",12,16,1,4,3,1,0.0895,1.7553,12.7421,0.1018,1.5579,12.0000,0.3053,0.3544,0.1078
"Chelsea","Southampton",13,12,1,4,0,0,0.0882,1.6115,11.1981,0.0737,1.3816,11.9921,0.5913,0.3421,0.0948
"Liverpool","Blackburn",8,6,1,3,1,0,0.0604,1.3607,10.9412,0.1184,1.7895,13.5289,0.5217,0.3447,0.1337
"Man City","Aston Villa",10,11,0,1,1,1,0.0855,1.6201,11.5378,0.0702,1.6509,12.3825,0.4951,0.3070,0.1002
"Middlesboro","Man United",7,12,1,3,1,0,0.1316,1.3158,12.5263,0.0604,1.5062,11.1223,0.3421,0.6362,0.1105
"Sunderland","Leeds",12,11,0,1,1,0,0.0959,1.8233,12.2895,0.0987,1.8816,14.9474,0.2387,0.3947,0.1695
"Tottenham","Charlton",10,11,4,5,0,1,0.0743,1.4907,11.2771,0.0789,1.3158,12.3816,0.4644,0.3202,0.1266
"West Brom","Arsenal",20,8,1,2,1,0,0.0622,1.6196,11.3469,0.0882,1.5186,11.0464,0.2536,0.5728,0.1158
"West Ham","Fulham",16,11,4,5,0,0,0.0789,1.7491,11.8281,0.0636,1.4254,11.5987,0.3123,0.3026,0.1131
"Aston Villa","Middlesboro",14,7,3,8,1,0,0.0702,1.6509,12.3825,0.1316,1.3158,12.5263,0.3070,0.3421,0.1612
"Blackburn","West Ham",11,12,3,8,1,1,0.1184,1.7895,13.5289,0.0789,1.7491,11.8281,0.3447,0.3123,0.1266
"Charlton","West Brom",13,20,2,7,1,0,0.0789,1.3158,12.3816,0.0622,1.6196,11.3469,0.3202,0.2536,0.1382
"Everton","Bolton",11,13,1,6,0,0,0.0851,1.5139,12.1517,0.0895,1.7553,12.7421,0.3824,0.3053,0.1131
"Fulham","Man City",7,14,0,1,0,0,0.0636,1.4254,11.5987,0.0855,1.6201,11.5378,0.3026,0.4951,0.0948
"Leeds","Chelsea",20,16,2,4,2,0,0.0987,1.8816,14.9474,0.0882,1.6115,11.1981,0.3947,0.5913,0.1105
"Man United","Birmingham",12,9,1,4,1,0,0.0604,1.5062,11.1223,0.1053,1.6184,12.2500,0.6362,0.2719,0.1695
"Southampton","Sunderland",7,18,1,4,0,0,0.0737,1.3816,11.9921,0.0959,1.8233,12.2895,0.3421,0.2387,0.1363
"Arsenal","Liverpool",14,15,1,5,0,0,0.0882,1.5186,11.0464,0.0604,1.3607,10.9412,0.5728,0.5217,0.0827
"Newcastle","Tottenham",9,12,1,4,1,0,0.1018,1.5579,12.0000,0.0743,1.4907,11.2771,0.3544,0.4644,0.1499
"Arsenal","Chelsea",13,9,0,0,1,0,0.0882,1.5186,11.0464,0.0882,1.6115,11.1981,0.5728,0.5913,0.1078
"Aston Villa","Bolton",14,4,2,4,1,0,0.0702,1.6509,12.3825,0.0895,1.7553,12.7421,0.3070,0.3053,0.1359
"Blackburn","Middlesboro",15,8,0,0,0,0,0.1184,1.7895,13.5289,0.1316,1.3158,12.5263,0.3447,0.3421,0.1308
"Everton","Man City",13,19,1,4,1,1,0.0851,1.5139,12.1517,0.0855,1.6201,11.5378,0.3824,0.4951,0.1266
"Leeds","Birmingham",14,9,1,4,1,0,0.0987,1.8816,14.9474,0.1053,1.6184,12.2500,0.3947,0.2719,0.1508
"Man United","Sunderland",12,11,2,5,0,1,0.0604,1.5062,11.1223,0.0959,1.8233,12.2895,0.6362,0.2387,0.1158
"Newcastle","Liverpool",6,20,1,5,1,0,0.1018,1.5579,12.0000,0.0604,1.3607,10.9412,0.3544,0.5217,0.1131
"Southampton","Tottenham",15,5,0,0,0,0,0.0737,1.3816,11.9921,0.0743,1.4907,11.2771,0.3421,0.4644,0.1002
"Bolton","Fulham",15,16,1,4,0,0,0.0895,1.7553,12.7421,0.0636,1.4254,11.5987,0.3053,0.3026,0.1266
"Chelsea","Charlton",9,13,4,11,3,1,0.0882,1.6115,11.1981,0.0789,1.3158,12.3816,0.5913,0.3202,0.1695
"Liverpool","Aston Villa",11,18,1,4,1,0,0.0604,1.3607,10.9412,0.0702,1.6509,12.3825,0.5217,0.3070,0.0948
"Man City","Leeds",9,12,0,4,1,0,0.0855,1.6201,11.5378,0.0987,1.8816,14.9474,0.4951,0.3947,0.1612
"Middlesboro","Southampton",7,10,0,2,0,1,0.1316,1.3158,12.5263,0.0737,1.3816,11.9921,0.3421,0.3421,0.1169
"Sunderland","Blackburn",18,12,1,5,0,0,0.0959,1.8233,12.2895,0.1184,1.7895,13.5289,0.2387,0.3447,0.1363
"West Brom","Man United",10,7,0,1,1,2,0.0622,1.6196,11.3469,0.0604,1.5062,11.1223,0.2536,0.6362,0.1337
"West Ham","Newcastle",17,18,0,1,2,1,0.0789,1.7491,11.8281,0.1018,1.5579,12.0000,0.3123,0.3544,0.0827
"Birmingham","Arsenal",13,17,2,6,0,2,0.1053,1.6184,12.2500,0.0882,1.5186,11.0464,0.2719,0.5728,0.1499
"Tottenham","Everton",12,10,1,3,1,1,0.0743,1.4907,11.2771,0.0851,1.5139,12.1517,0.4644,0.3824,0.1382
"Aston Villa","Tottenham",9,11,1,5,0,0,0.0702,1.6509,12.3825,0.0743,1.4907,11.2771,0.3070,0.4644,0.1337
"Blackburn","Birmingham",16,15,4,7,1,0,0.1184,1.7895,13.5289,0.1053,1.6184,12.2500,0.3447,0.2719,0.1376
"Charlton","Bolton",11,12,0,0,0,0,0.0789,1.3158,12.3816,0.0895,1.7553,12.7421,0.3202,0.3053,0.1169
"Everton","Sunderland",14,19,2,7,0,1,0.0851,1.5139,12.1517,0.0959,1.8233,12.2895,0.3824,0.2387,0.1508
"Leeds","West Brom",11,12,1,3,0,0,0.0987,1.8816,14.9474,0.0622,1.6196,11.3469,0.3947,0.2536,0.1078
"Man United","Chelsea",9,9,0,0,1,1,0.0604,1.5062,11.1223,0.0882,1.6115,11.1981,0.6362,0.5913,0.0948
"Newcastle","Man City",13,13,0,1,1,0,0.1018,1.5579,12.0000,0.0855,1.6201,11.5378,0.3544,0.4951,0.1158
"Southampton","Liverpool",8,10,1,3,0,1,0.0737,1.3816,11.9921,0.0604,1.3607,10.9412,0.3421,0.5217,0.1499
"Arsenal","West Ham",17,9,3,7,1,1,0.0882,1.5186,11.0464,0.0789,1.7491,11.8281,0.5728,0.3123,0.1695
"Fulham","Middlesboro",12,12,0,1,1,0,0.0636,1.4254,11.5987,0.1316,1.3158,12.5263,0.3026,0.3421,0.1002
"Charlton","West Ham",11,7,0,1,2,1,0.0789,1.3158,12.3816,0.0789,1.7491,11.8281,0.3202,0.3123,0.1139
"Newcastle","Bolton",15,6,1,4,1,0,0.1018,1.5579,12.0000,0.0895,1.7553,12.7421,0.3544,0.3053,0.1508
"Bolton","Everton",8,15,2,5,0,2,0.0895,1.7553,12.7421,0.0851,1.5139,12.1517,0.3053,0.3824,0.1612
"Chelsea","Leeds",6,6,2,5,0,1,0.0882,1.6115,11.1981,0.0987,1.8816,14.9474,0.5913,0.3947,0.0827
"Middlesboro","Aston Villa",13,11,1,4,2,2,0.1316,1.3158,12.5263,0.0702,1.6509,12.3825,0.3421,0.3070,0.1131
"Sunderland","Southampton",9,13,1,2,0,0,0.0959,1.8233,12.2895,0.0737,1.3816,11.9921,0.2387,0.3421,0.1337
"Liverpool","Arsenal",14,11,1,3,0,1,0.0604,1.3607,10.9412,0.0882,1.5186,11.0464,0.5217,0.5728,0.1002
"Man City","Fulham",10,10,3,7,1,1,0.0855,1.6201,11.5378,0.0636,1.4254,11.5987,0.4951,0.3026,0.1499
"Tottenham","Newcastle",14,9,0,1,0,0,0.0743,1.4907,11.2771,0.1018,1.5579,12.0000,0.4644,0.3544,0.1169
"West Brom","Charlton",12,14,0,2,0,0,0.0622,1.6196,11.3469,0.0789,1.3158,12.3816,0.2536,0.3202,0.1266
"West Ham","Blackburn",16,14,1,3,0,1,0.0789,1.7491,11.8281,0.1184,1.7895,13.5289,0.3123,0.3447,0.1266
"Arsenal","Fulham",10,16,3,7,1,1,0.0882,1.5186,11.0464,0.0636,1.4254,11.5987,0.5728,0.3026,0.1139
"Bolton","Birmingham",16,10,2,6,1,1,0.0895,1.7553,12.7421,0.1053,1.6184,12.2500,0.3053,0.2719,0.1131
"Chelsea","Tottenham",7,15,1,3,1,1,0.0882,1.6115,11.1981,0.0743,1.4907,11.2771,0.5913,0.4644,0.0948
"Everton","Leeds",6,16,0,1,0,0,0.0851,1.5139,12.1517,0.0987,1.8816,14.9474,0.3824,0.3947,0.1002
"Man City","West Brom",10,17,1,4,1,1,0.0855,1.6201,11.5378,0.0622,1.6196,11.3469,0.4951,0.2536,0.1337
"Southampton","Man United",15,13,2,4,0,2,0.0737,1.3816,11.9921,0.0604,1.5062,11.1223,0.3421,0.6362,0.1508
"Sunderland","Charlton",21,12,1,3,0,3,0.0959,1.8233,12.2895,0.0789,1.3158,12.3816,0.2387,0.3202,0.1266
"Aston Villa","Blackburn",8,21,1,7,2,0,0.0702,1.6509,12.3825,0.1184,1.7895,13.5289,0.3070,0.3447,0.1695
"West Ham","Liverpool",12,12,1,2,0,2,0.0789,1.7491,11.8281,0.0604,1.3607,10.9412,0.3123,0.5217,0.1359
"Birmingham","Man United",9,14,1,3,0,0,0.1053,1.6184,12.2500,0.0604,1.5062,11.1223,0.2719,0.6362,0.1382
"Birmingham","Chelsea",13,14,1,6,0,1,0.1053,1.6184,12.2500,0.0882,1.6115,11.1981,0.2719,0.5913,0.1002
"Blackburn","Southampton",9,11,0,1,1,0,0.1184,1.7895,13.5289,0.0737,1.3816,11.9921,0.3447,0.3421,0.1363
"Charlton","Everton",15,10,0,1,1,0,0.0789,1.3158,12.3816,0.0851,1.5139,12.1517,0.3202,0.3824,0.0827
"Fulham","Aston Villa",11,14,1,5,2,1,0.0636,1.4254,11.5987,0.0702,1.6509,12.3825,0.3026,0.3070,0.1382
"Leeds","West Ham",13,13,2,6,1,0,0.0987,1.8816,14.9474,0.0789,1.7491,11.8281,0.3947,0.3123,0.1131
"Liverpool","Middlesboro",16,12,0,2,0,1,0.0604,1.3607,10.9412,0.1316,1.3158,12.5263,0.5217,0.3421,0.1499
"Tottenham","Sunderland",12,11,0,2,2,1,0.0743,1.4907,11.2771,0.0959,1.8233,12.2895,0.4644,0.2387,0.1612
"West Brom","Bolton",8,12,2,8,0,1,0.0622,1.6196,11.3469,0.0895,1.7553,12.7421,0.2536,0.3053,0.1169
"Man United","Man City",8,10,1,3,1,0,0.0604,1.5062,11.1223,0.0855,1.6201,11.5378,0.6362,0.4951,0.1266
"Newcastle","Arsenal",11,10,4,6,0,1,0.1018,1.5579,12.0000,0.0882,1.5186,11.0464,0.3544,0.5728,0.1337
"Fulham","West Brom",13,18,1,4,0,0,0.0636,1.4254,11.5987,0.0622,1.6196,11.3469,0.3026,0.2536,0.1078
"Bolton","Man United",13,10,1,3,0,0,0.0895,1.7553,12.7421,0.0604,1.5062,11.1223,0.3053,0.6362,0.1266
"Charlton","Aston Villa",17,20,2,6,0,0,0.0789,1.3158,12.3816,0.0702,1.6509,12.3825,0.3202,0.3070,0.1508
"Chelsea","Blackburn",11,12,2,5,0,0,0.0882,1.6115,11.1981,0.1184,1.7895,13.5289,0.5913,0.3447,0.1158
"Everton","Southampton",3,13,0,1,0,1,0.0851,1.5139,12.1517,0.0737,1.3816,11.9921,0.3824,0.3421,0.1169
"Leeds","Newcastle",14,19,0,0,0,1,0.0987,1.8816,14.9474,0.1018,1.5579,12.0000,0.3947,0.3544,0.1266
"Man City","Arsenal",7,7,0,0,0,4,0.0855,1.6201,11.5378,0.0882,1.5186,11.0464,0.4951,0.5728,0.0948
"Sunderland","Middlesboro",18,16,2,5,0,2,0.0959,1.8233,12.2895,0.1316,1.3158,12.5263,0.2387,0.3421,0.1002
"Birmingham","Liverpool",14,11,2,5,1,0,0.1053,1.6184,12.2500,0.0604,1.3607,10.9412,0.2719,0.5217,0.1376
"West Brom","West Ham",19,12,1,3,0,1,0.0622,1.6196,11.3469,0.0789,1.7491,11.8281,0.2536,0.3123,0.1695
"Tottenham","Fulham",17,13,4,6,1,1,0.0743,1.4907,11.2771,0.0636,1.4254,11.5987,0.4644,0.3026,0.1105
"Blackburn","Man City",9,15,2,4,1,0,0.1184,1.7895,13.5289,0.0855,1.6201,11.5378,0.3447,0.4951,0.1382
"Fulham","Sunderland",18,13,1,4,0,0,0.0636,1.4254,11.5987,0.0959,1.8233,12.2895,0.3026,0.2387,0.1139
"Middlesboro","Everton",14,8,0,0,0,1,0.1316,1.3158,12.5263,0.0851,1.5139,12.1517,0.3421,0.3824,0.1078
